id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Class
5678,4300.51,4019.49,4262.05,4132.82,4337.44,4614.36,4085.13,4607.69,4206.15,4254.36,4210.26,4273.33,4608.72,4341.54,2
5679,4299.49,4023.59,4261.03,4132.31,4338.97,4615.9,4079.49,4606.15,4208.72,4248.21,4209.23,4272.31,4611.28,4341.54,2
5680,4301.03,4024.62,4253.85,4133.85,4337.44,4616.41,4077.95,4604.62,4197.95,4239.49,4203.59,4266.15,4606.15,4332.82,2
5681,4293.85,4017.95,4249.74,4133.33,4338.97,4618.97,4083.08,4601.54,4188.72,4237.44,4199.49,4263.08,4596.41,4328.21,2
5682,4291.79,4015.38,4260,4133.33,4346.67,4624.1,4094.87,4608.21,4202.05,4242.05,4199.49,4269.74,4596.41,4336.41,2
5683,4297.44,4017.95,4266.15,4129.74,4343.59,4624.62,4100,4613.85,4210.26,4245.13,4197.95,4270.26,4597.95,4334.36,2
5684,4292.31,4012.31,4252.82,4122.05,4333.33,4618.46,4092.82,4609.23,4198.97,4240,4194.36,4260.51,4589.23,4324.62,2
5685,4289.74,4011.28,4247.69,4123.08,4338.46,4616.41,4085.64,4603.08,4197.95,4236.41,4197.44,4259.49,4589.23,4331.79,2
5686,4301.03,4021.54,4260.51,4129.23,4347.18,4621.54,4088.72,4602.05,4205.64,4244.62,4204.62,4270.77,4600.51,4341.03,2
5687,4305.64,4024.1,4267.69,4131.28,4342.56,4622.56,4090.77,4601.54,4206.67,4250.77,4208.21,4281.03,4603.59,4342.05,2
5688,4300.51,4014.36,4264.1,4127.69,4335.38,4618.46,4086.15,4601.54,4200,4245.64,4207.69,4283.59,4601.03,4344.62,2
5689,4301.54,4007.69,4263.08,4121.03,4333.85,4614.36,4084.62,4601.03,4194.87,4238.97,4203.08,4278.97,4598.46,4341.03,2
5690,4303.08,4005.13,4263.59,4118.46,4333.33,4617.44,4087.69,4603.08,4201.03,4236.92,4200,4271.79,4594.87,4335.38,2
5691,4301.03,4008.21,4265.13,4124.62,4338.97,4623.08,4088.21,4608.72,4204.1,4241.03,4202.56,4274.36,4596.41,4342.05,2
5692,4301.03,4016.92,4267.18,4130.77,4342.56,4620,4084.1,4609.23,4196.92,4244.1,4207.18,4277.95,4601.54,4347.18,2
5693,4297.95,4015.9,4257.44,4127.18,4334.36,4615.38,4081.54,4611.28,4203.08,4242.05,4206.67,4272.31,4598.97,4338.46,2
5694,4294.36,4009.74,4251.79,4120.51,4332.82,4614.87,4083.59,4615.9,4213.85,4241.54,4205.13,4268.21,4595.9,4334.87,2
5695,4297.44,4017.95,4261.54,4124.1,4340.51,4611.28,4080.51,4609.74,4204.62,4248.72,4206.15,4272.31,4604.1,4343.08,2
5696,4301.54,4021.03,4260.51,4126.15,4336.92,4606.15,4074.36,4593.85,4189.74,4243.59,4203.08,4275.38,4604.62,4342.05,2
5697,4293.85,4009.74,4246.67,4122.05,4329.23,4607.69,4076.92,4591.28,4187.69,4229.23,4194.36,4268.21,4593.33,4328.21,2
5698,4282.56,4004.62,4244.62,4120.51,4329.74,4611.79,4078.97,4598.97,4194.36,4230.26,4188.21,4256.41,4586.67,4320.51,2
5699,4277.95,4006.67,4247.18,4121.03,4330.26,4612.31,4074.36,4600,4198.46,4235.38,4185.13,4252.82,4583.08,4322.56,2
5700,4279.49,4004.1,4243.08,4121.03,4328.72,4613.85,4072.82,4597.44,4195.9,4230.77,4184.62,4255.9,4581.03,4326.15,2
5701,4283.08,4003.59,4242.05,4119.49,4330.77,4616.41,4076.41,4599.49,4195.38,4232.82,4191.79,4257.95,4588.21,4328.72,2
5702,4285.64,4010.77,4244.62,4120.51,4333.85,4614.87,4072.31,4597.44,4196.41,4240.51,4197.95,4257.95,4596.92,4330.77,2
5703,4286.67,4013.33,4245.64,4122.56,4332.82,4608.72,4067.69,4591.79,4200.51,4240.51,4194.36,4255.9,4597.44,4328.21,2
5704,4285.64,4009.74,4245.13,4123.08,4330.77,4609.74,4074.87,4600,4208.21,4237.95,4190.77,4252.82,4593.85,4322.56,2
5705,4287.18,4009.23,4247.18,4121.54,4330.77,4615.9,4081.03,4612.31,4206.15,4240.51,4194.36,4258.46,4595.38,4326.15,2
5706,4290.26,4010.77,4249.74,4120,4333.33,4615.38,4076.92,4605.64,4193.85,4236.41,4198.97,4267.69,4598.46,4335.38,2
5707,4292.31,4010.77,4249.74,4118.97,4333.85,4612.82,4073.33,4593.33,4188.72,4228.72,4197.44,4270.26,4598.97,4340.51,2
5708,4293.85,4009.23,4250.26,4122.05,4331.79,4614.87,4074.36,4591.28,4190.77,4230.26,4192.82,4269.23,4594.36,4340,2
5709,4292.82,4007.18,4250.26,4122.56,4331.79,4614.87,4073.85,4588.72,4189.74,4234.36,4192.31,4266.15,4590.26,4334.87,2
5710,4289.74,4006.67,4252.31,4118.46,4334.36,4612.82,4072.82,4585.13,4192.31,4231.28,4194.87,4264.1,4594.87,4335.38,2
5711,4296.41,4014.36,4257.95,4125.13,4340,4616.41,4073.33,4587.18,4196.41,4231.28,4195.9,4267.18,4603.08,4344.1,2
5712,4302.05,4022.56,4262.05,4136.41,4345.13,4617.95,4073.33,4589.74,4196.92,4238.97,4197.44,4269.23,4604.62,4347.18,2
5713,4301.03,4021.03,4262.05,4136.92,4344.1,4616.92,4075.38,4597.95,4203.59,4248.72,4202.05,4272.31,4602.56,4345.64,2
5714,4302.05,4017.95,4265.13,4130.26,4338.46,4617.95,4080.51,4608.21,4212.31,4249.23,4204.1,4276.41,4606.15,4347.69,2
5715,4303.08,4014.87,4266.15,4124.62,4333.33,4618.97,4086.15,4607.69,4214.36,4245.64,4203.08,4274.87,4612.31,4346.15,2
5716,4298.46,4011.79,4255.9,4121.54,4332.31,4617.44,4085.64,4601.54,4209.74,4248.72,4204.62,4270.26,4611.79,4343.08,2
5717,4293.33,4011.79,4247.69,4122.56,4337.44,4617.44,4081.54,4598.97,4200,4250.77,4204.1,4266.67,4604.62,4341.54,2
5718,4287.69,4012.31,4246.67,4125.64,4340.51,4616.41,4080.51,4594.87,4188.72,4240,4198.97,4261.03,4601.54,4333.33,2
5719,4280,4010.26,4246.67,4124.1,4338.46,4616.92,4084.1,4589.23,4188.72,4230.26,4192.31,4259.49,4598.46,4326.67,2
5720,4281.54,4009.74,4252.82,4122.05,4336.92,4620.51,4085.64,4594.36,4203.08,4238.46,4195.38,4265.13,4598.97,4332.82,2
5721,4287.69,4012.31,4263.08,4127.18,4335.38,4617.95,4076.41,4601.54,4209.23,4245.64,4202.56,4269.23,4603.59,4336.92,2
5722,4290.26,4016.92,4264.62,4136.41,4334.36,4612.31,4068.72,4597.95,4201.03,4241.54,4202.56,4268.72,4602.05,4335.9,2
5723,4295.38,4018.97,4260,4134.87,4336.92,4612.82,4074.87,4592.31,4195.9,4236.41,4197.44,4270.26,4597.44,4340.51,2
5724,4297.95,4012.31,4262.56,4126.15,4337.95,4620,4081.54,4595.38,4196.41,4234.87,4197.95,4273.33,4598.97,4344.62,2
5725,4298.97,4010.77,4264.62,4129.74,4339.49,4622.05,4074.87,4598.97,4198.46,4238.97,4202.56,4278.46,4602.05,4345.64,2
5726,4302.56,4020,4266.15,4137.95,4347.69,4618.97,4068.21,4596.92,4200.51,4245.13,4206.15,4283.59,4604.62,4349.23,2
5727,4298.46,4023.59,4271.79,4140,4350.26,4623.59,4074.36,4596.92,4202.56,4247.18,4210.26,4281.54,4609.74,4350.26,2
5728,4291.28,4018.97,4271.79,4139.49,4348.21,4628.21,4083.08,4604.62,4205.13,4246.67,4206.15,4278.97,4608.72,4344.1,2
5729,4294.87,4015.38,4267.69,4140,4348.21,4624.62,4083.08,4607.18,4203.59,4243.59,4198.97,4280.51,4601.54,4342.05,2
5730,4296.92,4011.28,4265.13,4136.92,4343.59,4622.05,4082.05,4600,4196.41,4232.82,4194.36,4275.9,4599.49,4338.97,2
5731,4286.67,4007.69,4262.56,4131.79,4341.54,4625.13,4086.67,4596.92,4193.33,4227.18,4189.74,4267.18,4596.41,4334.36,2
5732,4286.15,4008.72,4262.05,4132.31,4347.69,4628.72,4090.26,4601.03,4202.05,4237.44,4194.36,4269.23,4598.97,4343.08,2
5733,4294.36,4013.33,4264.1,4133.85,4346.67,4626.67,4087.69,4606.67,4215.38,4248.21,4202.05,4275.38,4607.69,4348.21,2
5734,4290.26,4015.38,4261.54,4133.85,4341.54,4623.59,4084.1,4607.69,4210.26,4245.64,4197.44,4271.28,4605.13,4336.92,2
5735,4286.15,4015.9,4258.46,4134.36,4345.13,4624.62,4083.59,4602.05,4196.41,4240.51,4190.77,4268.21,4597.44,4331.79,2
5736,4291.28,4013.33,4260.51,4136.92,4347.69,4628.72,4086.15,4602.56,4200,4238.97,4192.82,4271.28,4594.87,4339.49,2
5737,4290.77,4010.26,4262.05,4135.9,4344.1,4629.23,4085.64,4605.64,4204.62,4238.46,4193.33,4272.31,4596.92,4341.54,2
5738,4289.74,4014.87,4262.56,4135.9,4347.18,4629.23,4084.62,4600.51,4195.38,4241.03,4195.9,4273.85,4602.56,4340.51,2
5739,4297.44,4023.59,4264.62,4140,4351.79,4630.77,4088.21,4604.1,4205.64,4247.18,4205.64,4278.97,4610.77,4345.64,2
5740,4295.9,4023.59,4264.62,4140,4347.18,4628.72,4089.74,4618.46,4229.23,4253.33,4209.74,4278.97,4615.38,4348.72,2
5741,4286.67,4018.46,4261.54,4140,4345.13,4627.18,4087.69,4622.05,4227.69,4260,4208.72,4277.44,4619.49,4347.69,2
5742,4290.77,4023.08,4263.08,4141.54,4348.72,4630.26,4090.26,4618.46,4218.46,4266.15,4210.77,4278.97,4624.62,4344.62,2
5743,4294.87,4025.13,4266.67,4139.49,4347.18,4635.9,4095.38,4617.95,4215.9,4261.03,4209.23,4278.46,4619.49,4342.05,2
5744,4287.18,4014.87,4260.51,4136.92,4344.1,4636.92,4092.31,4613.85,4210.26,4252.82,4205.64,4274.36,4611.28,4344.1,2
5745,4280.51,4005.13,4253.85,4136.92,4342.56,4630.26,4087.69,4609.23,4206.67,4247.69,4200,4271.79,4607.69,4338.97,2
5746,4280.51,4000.51,4255.9,4130.26,4336.41,4626.15,4089.23,4609.74,4202.56,4238.97,4189.74,4270.26,4598.46,4330.26,2
5747,4285.64,4002.56,4264.1,4126.67,4334.87,4627.69,4090.77,4608.72,4203.08,4237.95,4190.26,4270.77,4594.36,4336.41,2
5748,4294.36,4012.82,4270.26,4136.41,4341.03,4623.59,4088.21,4610.77,4212.82,4245.64,4203.59,4279.49,4606.15,4351.28,2
5749,4299.49,4018.97,4270.26,4142.05,4343.59,4616.92,4083.08,4610.26,4205.64,4243.08,4204.62,4285.64,4614.87,4355.38,2
5750,4295.38,4012.31,4269.23,4136.41,4341.54,4619.49,4078.46,4599.49,4191.28,4233.85,4191.28,4280.51,4602.05,4348.21,2
5751,4293.85,4010.26,4271.79,4137.95,4342.56,4623.59,4081.03,4597.44,4198.46,4237.44,4192.82,4277.44,4593.33,4346.15,2
5752,4297.44,4018.97,4278.46,4143.08,4345.13,4622.56,4087.69,4606.67,4209.74,4246.67,4204.62,4283.08,4602.56,4351.28,2
5753,4298.97,4018.46,4277.95,4138.97,4341.54,4620.51,4088.72,4610.77,4206.15,4244.62,4205.13,4285.64,4609.23,4354.87,2
5754,4297.44,4010.26,4270.26,4135.38,4335.9,4619.49,4086.15,4609.23,4206.15,4245.13,4203.08,4283.59,4608.72,4355.9,2
5755,4293.33,4009.23,4263.08,4136.92,4337.44,4622.56,4086.15,4612.31,4213.85,4249.23,4207.18,4284.62,4609.23,4353.85,2
5756,4291.28,4010.26,4262.56,4137.95,4342.56,4628.21,4085.64,4611.28,4208.72,4248.21,4210.26,4284.1,4612.82,4354.36,2
5757,4294.36,4011.28,4265.13,4138.97,4342.05,4630.77,4082.56,4607.18,4200.51,4246.15,4212.31,4283.59,4618.97,4358.46,2
5758,4294.87,4014.36,4265.13,4140.51,4344.1,4633.33,4083.59,4616.92,4215.9,4254.87,4218.97,4289.23,4625.13,4358.97,2
5759,4292.31,4014.36,4266.15,4137.44,4348.21,4636.92,4087.18,4626.67,4230.77,4262.05,4221.03,4290.77,4626.67,4356.92,2
5760,4291.28,4013.33,4266.67,4142.56,4343.59,4633.33,4083.59,4617.95,4212.82,4254.87,4211.28,4283.59,4620,4354.87,2
5761,4293.33,4018.46,4266.67,4150.26,4341.03,4623.59,4076.92,4605.13,4196.41,4244.62,4204.1,4280.51,4613.85,4352.31,2
5762,4295.38,4021.54,4267.69,4145.64,4344.1,4620.51,4078.97,4605.64,4204.1,4240.51,4204.1,4284.62,4609.74,4349.74,2
5763,4293.33,4012.82,4265.13,4136.92,4339.49,4621.03,4083.59,4607.69,4202.05,4236.92,4197.95,4282.05,4602.56,4346.67,2
5764,4285.64,4006.67,4262.05,4137.95,4332.31,4619.49,4078.46,4605.64,4194.36,4230.77,4189.74,4273.85,4594.36,4341.03,2
5765,4280,4006.15,4262.05,4140,4331.28,4616.92,4074.87,4606.15,4197.95,4227.18,4188.21,4270.26,4589.74,4336.41,2
5766,4283.08,4006.15,4261.03,4134.36,4332.31,4616.41,4077.95,4601.54,4198.46,4227.18,4190.26,4271.79,4591.28,4342.56,2
5767,4294.87,4012.31,4265.64,4136.41,4335.9,4615.9,4076.92,4595.38,4197.95,4233.33,4197.44,4281.54,4600,4360,2
5768,4307.69,4025.13,4277.95,4148.72,4341.54,4616.92,4076.41,4601.03,4207.18,4246.15,4210.77,4292.31,4613.33,4370.26,2
5769,4307.18,4025.64,4281.54,4151.28,4339.49,4619.49,4083.59,4611.79,4212.82,4249.74,4215.38,4293.85,4614.36,4362.56,2
5770,4290.26,4006.67,4269.23,4134.36,4328.72,4621.03,4089.23,4616.41,4207.69,4243.59,4205.64,4284.62,4599.49,4346.67,2
5771,4277.95,3993.85,4251.28,4117.95,4324.1,4621.03,4086.15,4611.79,4200,4236.92,4193.33,4273.33,4588.72,4338.46,2
5772,4282.56,4001.54,4245.64,4123.59,4333.33,4619.49,4075.9,4599.49,4189.74,4232.31,4191.28,4270.26,4590.26,4343.59,2
5773,4295.38,4013.85,4255.9,4138.46,4341.03,4616.92,4067.69,4586.67,4186.67,4232.82,4195.9,4274.36,4594.87,4353.33,2
5774,4299.49,4013.33,4259.49,4138.97,4337.95,4617.95,4068.72,4589.23,4195.9,4241.03,4198.46,4275.9,4596.41,4355.9,2
5775,4295.9,4008.72,4252.82,4128.21,4337.44,4620,4070.26,4601.54,4206.15,4248.21,4201.54,4275.9,4601.54,4355.38,2
5776,4298.46,4010.77,4254.87,4125.13,4339.49,4615.9,4066.15,4602.05,4206.15,4249.74,4208.72,4280,4610.26,4357.95,2
5777,4298.97,4011.28,4257.44,4128.21,4335.9,4613.85,4067.18,4593.85,4197.44,4244.1,4209.74,4282.05,4609.23,4354.36,2
5778,4291.79,4007.18,4250.26,4124.62,4330.77,4617.44,4072.31,4594.36,4192.82,4240.51,4200,4278.46,4603.08,4351.28,2
5779,4293.33,4005.64,4245.64,4120,4330.77,4617.95,4074.87,4598.46,4194.87,4240.51,4198.46,4279.49,4605.64,4357.95,2
5780,4300,4004.62,4250.77,4118.97,4330.77,4615.9,4076.92,4600.51,4194.36,4237.95,4204.62,4285.64,4608.72,4360.51,2
5781,4294.36,4005.13,4255.38,4119.49,4329.74,4618.46,4080.51,4600.51,4192.82,4235.9,4202.05,4285.64,4602.05,4351.79,2
5782,4288.72,4009.74,4255.38,4121.54,4332.82,4621.03,4081.54,4598.46,4202.56,4243.59,4196.92,4280,4598.97,4345.64,2
5783,4287.18,4010.77,4251.28,4122.05,4335.38,4620.51,4080.51,4597.44,4205.13,4247.18,4197.44,4275.38,4601.03,4344.1,2
5784,4278.46,4002.05,4244.1,4115.38,4329.74,4620,4079.49,4598.97,4192.82,4236.41,4193.85,4269.23,4595.38,4338.46,2
5785,4274.36,3998.46,4245.64,4111.79,4329.74,4617.95,4075.9,4595.9,4186.67,4230.26,4186.67,4265.13,4588.72,4334.87,2
5786,4284.1,4005.13,4248.72,4117.95,4336.92,4617.44,4075.38,4590.26,4186.67,4231.79,4190.26,4271.28,4592.31,4340.51,2
5787,4291.79,4008.21,4247.69,4123.08,4334.87,4616.41,4075.38,4587.69,4182.05,4231.28,4195.38,4274.87,4596.92,4346.67,2
5788,4291.79,4010.26,4253.85,4123.08,4334.36,4613.33,4070.77,4587.18,4182.56,4232.82,4196.92,4276.41,4599.49,4351.28,2
5789,4297.44,4016.92,4268.21,4125.13,4340.51,4612.31,4068.21,4592.31,4196.92,4240.51,4203.59,4287.18,4605.64,4358.97,2
5790,4306.15,4015.9,4272.82,4127.18,4337.44,4611.79,4066.15,4599.49,4207.69,4248.72,4210.26,4294.36,4613.33,4366.15,2
5791,4303.59,4010.26,4266.15,4123.59,4329.74,4609.23,4057.95,4597.44,4201.54,4249.23,4208.72,4282.56,4615.38,4360.51,2
5792,4294.87,4008.72,4263.59,4122.56,4331.28,4611.79,4058.46,4593.33,4192.31,4242.56,4201.03,4274.36,4606.67,4350.26,2
5793,4296.92,4012.31,4264.62,4128.21,4336.92,4615.9,4066.67,4594.36,4190.77,4237.95,4197.44,4281.03,4601.03,4352.31,2
5794,4305.13,4021.54,4270.26,4134.36,4338.97,4614.36,4064.62,4595.9,4194.87,4241.54,4203.59,4287.18,4609.74,4363.59,2
5795,4303.59,4029.23,4274.36,4135.9,4342.05,4616.92,4063.59,4600,4202.56,4251.28,4211.28,4290.77,4621.03,4367.69,2
5796,4300.51,4023.08,4268.21,4135.9,4343.08,4624.62,4069.23,4606.67,4205.64,4255.38,4211.79,4291.28,4622.05,4360,2
5797,4299.49,4016.41,4263.59,4135.38,4340,4621.54,4069.23,4602.56,4194.87,4249.74,4207.18,4283.59,4615.38,4350.26,2
5798,4295.38,4021.03,4266.15,4130.77,4339.49,4616.41,4067.69,4593.85,4191.79,4245.13,4205.64,4275.9,4610.77,4350.26,2
5799,4287.18,4018.46,4256.92,4124.62,4339.49,4621.54,4071.79,4597.95,4203.59,4247.69,4205.13,4272.82,4609.23,4350.26,2
5800,4281.54,4010.77,4245.13,4119.49,4337.95,4626.15,4072.31,4606.67,4209.23,4250.26,4205.64,4276.41,4613.33,4346.67,2
5801,4288.72,4017.44,4253.85,4122.05,4339.49,4621.54,4070.26,4606.15,4210.77,4258.46,4213.85,4286.67,4624.1,4357.44,2
5802,4298.97,4025.13,4266.67,4131.28,4343.59,4616.92,4069.74,4604.62,4211.79,4268.21,4222.56,4291.28,4631.79,4369.74,2
5803,4295.9,4022.56,4264.62,4131.28,4343.08,4615.38,4068.21,4604.62,4207.69,4262.05,4221.54,4285.64,4627.69,4361.03,2
5804,4286.15,4014.87,4255.38,4122.05,4337.95,4614.87,4070.26,4599.49,4197.44,4249.74,4210.77,4277.44,4621.54,4347.69,2
5805,4282.56,4009.74,4250.26,4117.95,4334.87,4615.9,4072.31,4592.31,4189.23,4242.05,4204.1,4271.28,4615.38,4344.62,2
5806,4285.13,4013.85,4251.79,4125.64,4336.92,4616.41,4068.72,4589.23,4187.69,4235.38,4201.54,4272.31,4611.28,4346.67,2
5807,4282.56,4011.28,4251.28,4121.54,4335.38,4616.41,4069.23,4591.79,4190.26,4233.33,4197.44,4273.85,4605.64,4340,2
5808,4272.31,3990.77,4246.15,4106.67,4326.67,4618.97,4074.87,4599.49,4199.49,4237.44,4200.51,4269.23,4596.41,4332.82,2
5809,4276.41,3990.26,4250.26,4108.21,4330.26,4618.97,4075.38,4602.05,4199.49,4242.05,4201.03,4265.64,4595.38,4338.97,2
5810,4296.41,4018.46,4260.51,4123.59,4343.59,4617.44,4074.36,4593.33,4188.72,4242.56,4196.92,4266.67,4604.1,4351.28,2
5811,4308.21,4033.33,4266.15,4129.74,4342.56,4617.95,4075.38,4589.23,4190.26,4243.08,4203.08,4272.82,4607.69,4359.49,2
5812,4315.38,4033.85,4273.85,4131.28,4337.44,4615.9,4074.87,4595.38,4199.49,4245.13,4213.33,4286.15,4610.77,4371.28,2
5813,4330.77,4046.67,4283.59,4141.03,4343.59,4614.36,4072.82,4595.38,4192.31,4244.62,4212.31,4294.36,4619.49,4384.62,2
5814,4338.46,4054.36,4287.18,4142.05,4345.13,4619.49,4073.33,4588.72,4178.97,4240.51,4207.69,4290.26,4616.92,4384.1,2
5815,4334.36,4046.15,4285.64,4137.44,4341.03,4621.54,4073.33,4590.77,4183.59,4236.92,4208.21,4284.62,4608.72,4375.38,2
5816,4325.13,4040,4281.54,4137.95,4342.56,4621.03,4072.82,4594.87,4189.74,4235.9,4205.64,4282.05,4606.67,4367.69,2
5817,4312.82,4039.49,4274.36,4135.9,4345.13,4628.72,4075.9,4595.9,4192.31,4236.41,4204.62,4280.51,4601.03,4362.05,2
5818,4309.74,4038.97,4269.23,4131.79,4344.1,4629.23,4074.87,4595.38,4195.38,4238.46,4205.13,4284.62,4600,4366.15,2
5819,4312.82,4038.97,4265.64,4133.33,4342.56,4621.54,4069.74,4597.95,4201.03,4240.51,4206.67,4284.62,4607.69,4371.28,2
5820,4312.82,4039.49,4264.62,4136.92,4341.54,4622.05,4072.31,4607.69,4211.28,4245.64,4206.67,4282.05,4610.26,4366.15,2
5821,4313.33,4042.05,4266.67,4136.92,4342.05,4623.08,4075.38,4610.26,4207.18,4250.77,4205.13,4281.03,4606.15,4358.46,2
5822,4310.26,4044.1,4265.13,4136.92,4346.67,4620,4072.82,4602.05,4194.87,4247.69,4206.15,4277.44,4604.1,4359.49,2
5823,4307.69,4042.05,4264.62,4137.44,4349.74,4620.51,4072.31,4602.05,4202.05,4245.64,4208.21,4276.41,4605.13,4363.08,2
5824,4311.79,4043.59,4272.82,4142.05,4350.77,4620.51,4072.31,4603.08,4204.62,4248.21,4207.69,4279.49,4608.72,4364.62,2
5825,4316.92,4051.79,4280,4148.21,4352.31,4620.51,4068.72,4592.82,4183.59,4245.64,4206.15,4277.95,4610.77,4364.1,2
5826,4316.41,4049.74,4274.36,4144.1,4351.79,4627.69,4070.77,4590.26,4181.54,4240.51,4206.67,4273.33,4607.18,4362.56,2
5827,4312.31,4038.46,4270.26,4135.38,4348.21,4631.79,4076.41,4599.49,4195.9,4238.97,4203.59,4274.87,4600.51,4362.56,2
5828,4314.36,4040.51,4274.36,4135.38,4345.64,4631.28,4074.36,4601.03,4189.74,4236.41,4201.54,4280,4598.46,4368.72,2
5829,4323.59,4049.74,4282.56,4143.08,4348.72,4632.82,4072.82,4598.97,4189.23,4237.44,4209.23,4288.21,4608.72,4381.03,2
5830,4332.31,4050.77,4291.28,4150.77,4353.33,4633.85,4081.03,4605.64,4205.13,4247.69,4216.41,4298.46,4620,4385.13,2
5831,4333.33,4046.67,4290.77,4153.33,4354.87,4632.31,4086.15,4607.69,4206.15,4252.31,4212.31,4295.38,4616.41,4377.95,2
5832,4326.15,4044.62,4285.13,4150.77,4352.82,4631.28,4084.1,4605.64,4201.54,4246.15,4207.18,4284.62,4606.15,4374.87,2
5833,4324.1,4048.72,4287.18,4151.28,4351.28,4629.74,4081.03,4608.21,4206.15,4245.64,4212.82,4284.62,4610.77,4382.05,2
5834,4330.26,4049.74,4288.21,4152.82,4349.74,4627.69,4074.36,4608.72,4202.56,4250.77,4215.38,4293.33,4618.97,4382.56,2
5835,4326.15,4043.59,4280,4150.26,4349.23,4628.21,4069.74,4606.67,4202.05,4251.79,4211.79,4292.31,4613.33,4376.92,2
5836,4317.95,4044.1,4277.44,4151.28,4352.82,4633.85,4071.28,4611.28,4211.28,4252.82,4214.87,4287.18,4609.74,4381.54,2
5837,4322.56,4052.31,4282.05,4152.82,4356.92,4638.46,4072.31,4612.31,4204.62,4251.28,4216.41,4287.18,4616.92,4385.13,2
5838,4326.67,4053.85,4282.56,4152.82,4356.92,4635.38,4073.33,4604.62,4191.28,4246.15,4210.77,4285.13,4615.38,4378.46,2
5839,4320,4047.69,4280,4151.79,4354.87,4633.85,4079.49,4607.69,4198.46,4245.64,4209.23,4283.08,4607.69,4375.9,2
5840,4317.95,4048.21,4276.92,4149.74,4352.31,4637.95,4082.56,4615.38,4205.64,4247.18,4211.28,4285.64,4609.74,4377.95,2
5841,4321.03,4051.28,4277.44,4147.69,4350.26,4640,4078.46,4611.28,4202.05,4245.64,4207.69,4286.15,4610.26,4377.95,2
5842,4322.05,4052.82,4279.49,4149.23,4354.87,4644.1,4080.51,4608.21,4206.67,4250.77,4207.69,4283.08,4608.21,4378.46,2
5843,4322.05,4054.87,4276.92,4151.79,4358.97,4646.67,4084.62,4616.41,4214.36,4256.92,4211.79,4282.05,4610.26,4379.49,2
5844,4322.56,4055.38,4275.9,4151.79,4353.85,4638.97,4082.56,4621.03,4216.92,4254.87,4208.72,4280.51,4610.77,4378.46,2
5845,4327.69,4055.9,4283.59,4153.33,4353.85,4631.28,4080,4615.38,4213.85,4255.38,4208.21,4285.64,4613.33,4384.62,2
5846,4331.79,4056.41,4288.21,4155.9,4358.97,4634.87,4080,4610.77,4200.51,4251.28,4211.28,4292.82,4616.41,4389.23,2
5847,4329.74,4053.85,4285.13,4154.87,4357.95,4635.9,4074.87,4609.23,4188.21,4239.49,4209.23,4286.67,4609.23,4384.62,2
5848,4331.28,4051.79,4285.13,4153.33,4355.38,4630.26,4069.74,4606.67,4196.41,4237.95,4207.69,4280.51,4608.21,4384.1,2
5849,4328.21,4042.05,4285.13,4152.82,4353.33,4632.31,4076.41,4609.74,4206.15,4242.05,4207.69,4284.1,4612.31,4382.56,2
5850,4317.44,4031.79,4282.05,4149.74,4349.74,4641.03,4087.18,4614.36,4198.97,4240,4204.1,4284.62,4603.08,4375.38,2
5851,4325.13,4047.18,4287.18,4151.79,4353.33,4648.21,4089.23,4612.82,4197.44,4238.46,4203.59,4285.13,4599.49,4382.05,2
5852,4344.62,4069.74,4296.92,4165.13,4359.49,4649.74,4086.15,4610.26,4208.21,4244.1,4207.18,4292.31,4604.62,4391.79,2
5853,4344.62,4066.67,4297.44,4168.21,4355.9,4644.1,4082.05,4611.28,4207.69,4245.13,4204.62,4292.82,4598.46,4386.67,2
5854,4340.51,4063.08,4294.36,4162.05,4352.31,4637.44,4075.9,4606.15,4196.92,4240.51,4203.08,4285.64,4596.92,4383.08,2
5855,4349.23,4075.9,4297.95,4165.13,4357.95,4637.44,4073.85,4603.08,4197.44,4241.03,4208.72,4285.64,4606.15,4388.21,2
5856,4345.64,4074.87,4293.85,4164.1,4357.44,4642.05,4078.46,4605.64,4195.38,4240,4206.67,4286.67,4600.51,4383.59,2
5857,4329.74,4061.03,4282.56,4153.85,4350.26,4636.92,4078.46,4598.46,4182.05,4229.74,4198.97,4281.03,4590.26,4372.82,2
5858,4326.15,4061.03,4277.95,4153.85,4348.72,4629.74,4073.85,4589.23,4182.05,4224.62,4200,4276.41,4597.95,4372.31,2
5859,4329.74,4064.62,4278.97,4157.44,4349.74,4630.77,4073.33,4596.41,4190.77,4230.77,4204.62,4278.97,4600.51,4375.9,2
5860,4332.82,4062.56,4282.05,4156.41,4350.26,4632.31,4075.9,4606.15,4196.92,4233.33,4206.15,4281.03,4595.38,4381.54,2
5861,4335.38,4064.1,4284.62,4162.56,4351.28,4630.77,4073.33,4603.59,4197.95,4232.31,4205.64,4283.08,4597.44,4383.08,2
5862,4332.31,4065.64,4281.54,4170.77,4352.31,4631.28,4070.26,4598.97,4192.82,4232.31,4198.97,4282.05,4594.36,4372.82,2
5863,4330.26,4061.54,4281.54,4165.64,4349.74,4631.79,4072.31,4597.44,4187.18,4229.74,4192.31,4280,4587.18,4370.77,2
5864,4337.95,4061.54,4288.21,4158.97,4349.23,4631.79,4074.36,4595.38,4188.21,4227.18,4196.41,4284.1,4591.79,4384.1,2
